Number,English,IPA_Eng,Telugu,IPA_Telugu,Roman,PartOfSpeech,Category,English_Example,Telugu_Example
1480,does,/dʌz/,చేస్తుంది,/ʃəm.plə/,chaaisataundai,Noun,General,The does is important.,ఆ చేస్తుంది ముఖ్యమైనది.
1481,dog,/dɒɡ/,కుక్క,/ʃəm.plə/,kaukaka,Noun,General,The dog is important.,ఆ కుక్క ముఖ్యమైనది.
1482,done,/dʌn/,పూర్తయింది,/ʃəm.plə/,pauuratayaindai,Noun,General,The done is important.,ఆ పూర్తయింది ముఖ్యమైనది.
1483,door,/dɔːr/,తలుపు,/ta.lu.pu/,talupu,Noun,Place,Close the door.,తలుపు మూయి.
1484,dot,/dɒt/,చుక్క,/ʃəm.plə/,chaukaka,Noun,General,The dot is important.,ఆ చుక్క ముఖ్యమైనది.
1485,doubt,/daʊt/,అనుమానం,/a.nu.maa.nam/,anumaanam,Noun,Feeling,Clear your doubt.,అనుమానం తొలగించు.
1486,down,/daʊn/,క్రింద,/ʃəm.plə/,karainda,Noun,General,The down is important.,ఆ క్రింద ముఖ్యమైనది.
1487,drag,/dræɡ/,లాగేయి,/laggeyi/,laggeyi,Verb,Action,Drag the box.,పెట్టె లాగేయి.
1488,drain,/dreɪn/,నీరు తీసేయి,/neeru teesi veyyi/,neeru teesi veyyi,Verb,Action,Drain the water.,నీరు తీసేయి.
1489,draw,/drɔː/,గీయి,/gee.yi/,geeyyi,Verb,Action,Draw a picture.,చిత్రం గీయి.
1490,dream,/driːm/,కల,/ka.la/,kala,Noun,Emotion,Follow your dreams.,నీ కలలను అనుసరించు.
1491,dress,/drɛs/,డ్రెస్,/dres/,dress,Noun,Clothing,She wore a red dress.,ఆమె ఎరుపు డ్రెస్ ధరిస్తుంది.
1492,drew,/druː/,గీసింది,/ʃəm.plə/,gaeesaindai,Noun,General,The drew is important.,ఆ గీసింది ముఖ్యమైనది.
1493,drink,/drɪŋk/,తాగు,/taa.gu/,taagu,Verb,Action,Drink water.,నీరు తాగు.
1494,drive,/draɪv/,డ్రైవ్ చేయు,/draiv che.yu/,drive cheyu,Verb,Action,He drives a car.,అతను కారు నడుపుతాడు.
1495,drop,/drɒp/,వదలటం,/va.da.la.ṭam/,vadalatam,Verb,Action,Drop the pen.,కలం వదలెయ్యి.
1496,drug,/drʌɡ/,మందు,/ʃəm.plə/,mandau,Noun,General,The drug is important.,ఆ మందు ముఖ్యమైనది.
1497,dry,/draɪ/,పొడి,/ʃəm.plə/,paodai,Noun,General,The dry is important.,ఆ పొడి ముఖ్యమైనది.
1498,duck,/dʌk/,बतख,/batakha/,batakha,Noun,Animal,A duck is in the pond.,కొడుగు నీటిలో ఉంది.
1499,due,/djuː/,కారణంగా,/ʃəm.plə/,kaaaranangaaa,Noun,General,The due is important.,ఆ కారణంగా ముఖ్యమైనది.
1500,during,/ˈdjʊərɪŋ/,సమయంలో,/ʃəm.plə/,samayanlaoh,Verb,Action,The during is important.,ఆ సమయంలో ముఖ్యమైనది.
1501,dust,/dʌst/,ధూళి,/dhoo.li/,dhooli,Noun,Nature,The dust is everywhere.,ధూళి ప్రతి చోటుంది.
1502,each,/iːtʃ/,ప్రతి,/ʃəm.plə/,paratai,Noun,General,The each is important.,ఆ ప్రతి ముఖ్యమైనది.
1503,ear,/ɪər/,చెవి,/che.vi/,chevi,Noun,Body,Clean your ears.,చెవులు శుభ్రం చేసుకో.
1504,early,/ˈɜːli/,తర్వాత,/ta.ru.pu.ta/,taruvata,Adverb,Time,Please come early.,దయచేసి త్వరగా రా.
1505,earth,/ɜːθ/,భూమి,/bhoo.mi/,bhoomi,Noun,Nature,Earth is round.,భూమి వృత్తాకారంగా ఉంటుంది.
1506,east,/iːst/,తూర్పు,/ʃəm.plə/,tauurapau,Noun,General,The east is important.,ఆ తూర్పు ముఖ్యమైనది.
1507,easy,/ˈiːzi/,సులభం,/ʃəm.plə/,saulabhan,Adjective,Descriptor,The easy is important.,ఆ సులభం ముఖ్యమైనది.
1508,eat,/iːt/,తిను,/ti.nu/,tinu,Verb,Action,I eat rice.,నేను అన్నం తింటాను.
1509,economic,/ˌiːkəˈnɒmɪk/,ఆర్థిక,/ʃəm.plə/,aarathaika,Adjective,Descriptor,The economic is important.,ఆ ఆర్థిక ముఖ్యమైనది.
1510,economy,/ɪˈkɒnəmi/,ఆర్థిక వ్యవస్థ,/ʃəm.plə/,aarathaika wayawasatha,Noun,General,The economy is important.,ఆ ఆర్థిక వ్యవస్థ ముఖ్యమైనది.
1511,edge,/edʒ/,అంచు,/an.chu/,anchu,Noun,Place,Don’t sit near the edge.,అంచు దగ్గర కూర్చోకు.
1512,edit,/ˈed.ɪt/,సరిదిద్దు,/sa.ri.did.du/,sarididdu,Verb,Action,Edit the paragraph.,ప్యారాగ్రాఫ్ సరిదిద్దు.
1513,education,/ˌɛdʒʊˈkeɪʃ(ə)n/,విద్య,/ʃəm.plə/,waidaya,Noun,General,The education is important.,ఆ విద్య ముఖ్యమైనది.
1514,effect,/ɪˈfɛkt/,ప్రభావం,/ʃəm.plə/,parabhaaawan,Noun,General,The effect is important.,ఆ ప్రభావం ముఖ్యమైనది.
1515,effort,/ˈɛfərt/,ప్రయత్నం,/ʃəm.plə/,parayatanan,Noun,General,The effort is important.,ఆ ప్రయత్నం ముఖ్యమైనది.
1516,egg,/eɡ/,గుడ్డు,/gu.du/,guddu,Noun,Food,Boil the egg.,గుడ్డు ఉడికించు.
1517,eight,/eɪt/,ఎనిమిది,/ʃəm.plə/,enaimaidai,Noun,General,The eight is important.,ఆ ఎనిమిది ముఖ్యమైనది.
1518,either,/ˈaɪðər/,ఏదో ఒకటి,/ʃəm.plə/,aydaoh okatai,Adverb,Modifier,The either is important.,ఆ ఏదో ఒకటి ముఖ్యమైనది.
1519,election,/ɪˈlɛkʃ(ə)n/,ఎన్నిక,/ʃəm.plə/,enanaika,Noun,General,The election is important.,ఆ ఎన్నిక ముఖ్యమైనది.
1520,else,/ɛls/,ఇంకా,/ʃəm.plə/,inkaaa,Noun,General,The else is important.,ఆ ఇంకా ముఖ్యమైనది.
1521,employee,/ɪmˈplɔɪiː/,ఉద్యోగి,/ʃəm.plə/,udayaohgai,Noun,General,The employee is important.,ఆ ఉద్యోగి ముఖ్యమైనది.
1522,empty,/ˈemp.ti/,ఖాళీ చేయి,/khaa.li che.yi/,khaali cheyi,Verb,Action,Empty the bag., సంచి ఖాళీ చేయి.
1523,end,/ɛnd/,ముగింపు,/mu.gim.pu/,mugimpu,Noun,Time,The story ends here.,కథ ఇక్కడ ముగుస్తుంది.
1524,energy,/ˈɛnərdʒi/,శక్తి,/ʃəm.plə/,shakatai,Noun,General,The energy is important.,ఆ శక్తి ముఖ్యమైనది.
1526,enjoy,/ɪnˈdʒɔɪ/,ఆనందించు,/ʃəm.plə/,aanandainchau,Verb,Action,The enjoy is important.,ఆ ఆనందించు ముఖ్యమైనది.
1527,enough,/ɪˈnʌf/,సరిపోతుంది,/ʃəm.plə/,saraipaohtaundai,Noun,General,The enough is important.,ఆ సరిపోతుంది ముఖ్యమైనది.
1528,enter,/ˈen.tər/,ప్రవేశించు,/pra.ve.shin.chu/,praveshinchu,Verb,Action,Enter the class.,తరగతిలో ప్రవేశించు.
1529,entire,/ɪnˈtaɪər/,మొత్తం,/ʃəm.plə/,maotatan,Noun,General,The entire is important.,ఆ మొత్తం ముఖ్యమైనది.
1530,environment,/ɪnˈvaɪrənmənt/,పర్యావరణం,/ʃəm.plə/,parayaaawaranan,Noun,General,The environment is important.,ఆ పర్యావరణం ముఖ్యమైనది.
1531,environmental,/ɪnˌvaɪrənˈmɛnt(ə)l/,పర్యావరణ,/ʃəm.plə/,parayaaawarana,Adjective,Descriptor,The environmental is important.,ఆ పర్యావరణ ముఖ్యమైనది.
1532,erase,/ɪˈreɪz/,తుడిపెట్టు,/tu.di.pe.tu/,tudipettu,Verb,Action,Erase the board., బోర్డు తుడిపెట్టు.
1533,eraser,/ɪˈreɪ.zər/,రబ్బరు,/rab.baru/,rabbara,Noun,Objects,Give me an eraser.,నాకు రబ్బరు ఇవ్వు.
1534,especially,/ɪˈspɛʃ(ə)li/,ముఖ్యంగా,/ʃəm.plə/,maukhayangaaa,Adverb,Modifier,The especially is important.,ఆ ముఖ్యంగా ముఖ్యమైనది.
1535,essay,/ˈes.eɪ/,ప్రಬಂಧం,/prabandham/,prabandham,Noun,Language,Write an essay.,ప్రબંધం వ్రాయి.
1536,establish,/ɪˈstæblɪʃ/,స్థాపించు,/ʃəm.plə/,sathaaapainchau,Adjective,Descriptor,The establish is important.,ఆ స్థాపించు ముఖ్యమైనది.
1537,even,/ˈiːv(ə)n/,కూడా,/ʃəm.plə/,kauudaaa,Noun,General,The even is important.,ఆ కూడా ముఖ్యమైనది.
1538,evening,/ˈiːv.nɪŋ/,సాయంత్రం,/saa.yan.tram/,sayantram,Noun,Time,Good evening.,శుభ సాయంత్రం.
1539,event,/ɪˈvɛnt/,సంఘటన,/ʃəm.plə/,sanghatana,Noun,General,The event is important.,ఆ సంఘటన ముఖ్యమైనది.
1540,ever,/ˈɛvər/,ఎప్పుడైనా,/ʃəm.plə/,epapaudaైnaaa,Noun,General,The ever is important.,ఆ ఎప్పుడైనా ముఖ్యమైనది.
1541,every,/ˈɛvri/,ప్రతి,/ʃəm.plə/,paratai,Noun,General,The every is important.,ఆ ప్రతి ముఖ్యమైనది.
1542,everybody,/ˈɛvribɒdi/,అందరూ,/ʃəm.plə/,andarauu,Noun,General,The everybody is important.,ఆ అందరూ ముఖ్యమైనది.
1543,everyone,/ˈɛvriwʌn/,ప్రతి ఒక్కరూ,/ʃəm.plə/,paratai okakarauu,Noun,General,The everyone is important.,ఆ ప్రతి ఒక్కరూ ముఖ్యమైనది.
1544,everything,/ˈɛvriθɪŋ/,ప్రతిదీ,/ʃəm.plə/,parataidaee,Verb,Action,The everything is important.,ఆ ప్రతిదీ ముఖ్యమైనది.
1545,evidence,/ˈɛvɪdəns/,సాక్ష్యం,/ʃəm.plə/,saaakashayan,Noun,General,The evidence is important.,ఆ సాక్ష్యం ముఖ్యమైనది.
1546,exactly,/ɪɡˈzæktli/,సరిగ్గా,/ʃəm.plə/,saraigagaaa,Adverb,Modifier,The exactly is important.,ఆ సరిగ్గా ముఖ్యమైనది.
1547,exam,/ɪɡˈzæm/,పరీక్ష,/pa.rik.sha/,pariksha,Noun,Education,Prepare for exam.,పరీక్షకు తయారు చెయ్యి.
1548,examine,/ɪɡˈzæm.ɪn/,పరీక్షించు,/pari.ksha.in.chu/,parikshainchu,Verb,Action,Examine the answer.,సమాధానాన్ని పరీక్షించు.
1549,example,/ɪɡˈzæm.pəl/,ఉదాహరణ,/uda.a.ha.ra.na/,udahaarana,Noun,Language,Give an example.,ఉదాహరణ ఇవ్వండి.
1550,exchange,/ɪksˈtʃeɪndʒ/,మార్చుకో,/mar.chu.ko/,marchuko,Verb,Action,Exchange seats.,సీట్లు మార్చుకో.
1551,executive,/ɪɡˈzɛkjʊtɪv/,కార్యనిర్వాహక,/ʃəm.plə/,kaaarayanairawaaahaka,Adjective,Descriptor,The executive is important.,ఆ కార్యనిర్వాహక ముఖ్యమైనది.
1552,exercise,/ˈek.sə.saɪz/,అభ్యాసము,/ab.hyaa.sa.mu/,abhyasam,Noun,Education,Do the exercise.,అభ్యాసము చేయి.
1553,exist,/ɪɡˈzɪst/,ఉనికి,/ʃəm.plə/,unaikai,Noun,General,The exist is important.,ఆ ఉనికి ముఖ్యమైనది.
1554,exit,/ˈek.sɪt/,నిష్క్రమించు,/nish.kra.min.chu/,nishkraminchi,Verb,Action,Exit quickly.,త్వర నీగా బయటకు వెళ్ళు.
1555,expect,/ɪkˈspɛkt/,ఆశించు,/ʃəm.plə/,aashainchau,Verb,Action,The expect is important.,ఆ ఆశించు ముఖ్యమైనది.
1556,expectation,/ˌɛkspɛkˈteɪʃ(ə)n/,అంచనా,/ʃəm.plə/,anchanaaa,Noun,General,The expectation is important.,ఆ అంచనా ముఖ్యమైనది.
1557,experience,/ɪkˈspɪəriəns/,అనుభవం,/ʃəm.plə/,anaubhawan,Noun,General,The experience is important.,ఆ అనుభవం ముఖ్యమైనది.
1558,expert,/ˈɛkspɜːrt/,నిపుణుడు,/ʃəm.plə/,naipaunaudau,Noun,General,The expert is important.,ఆ నిపుణుడు ముఖ్యమైనది.
1559,explain,/ɪkˈspleɪn/,వివరించు,/vi.va.rin.chu/,vivarinchu,Verb,Action,Explain the lesson.,పాఠం వివరించు.
1560,extent,/ɪkˈstɛnt/,పరిధి,/ʃəm.plə/,paraidhai,Noun,General,The extent is important.,ఆ పరిధి ముఖ్యమైనది.
1561,eye,/aɪ/,కన్ను,/kan.nu/,kannu,Noun,Body,Close your eyes.,కళ్ళు మూసుకో.
1562,face,/feɪs/,ముఖం,/mu.kham/,mukham,Noun,Body,Wash your face.,ముఖం కడుక్కో.
1563,fact,/fækt/,నిజం,/ni.jam/,nijam,Noun,Information,It is a fact.,ఒక నిజం.
1564,factor,/ˈfæktər/,కారకం,/ʃəm.plə/,kaaarakan,Noun,General,The factor is important.,ఆ కారకం ముఖ్యమైనది.
1565,fail,/feɪl/,విజయం పొందలేకపోయింది,/vi.ja.yam pon.da.le.ka.po.yi.di/,vijayam pondalekapoyindi,Verb,Action,He failed the test.,అతను పరీక్షలో విజయము పొందలేదు.
1566,failure,/ˈfeɪ.ljər/,పరాజయం,/pa.raa.ja.yam/,paraajayam,Noun,Feeling,Learn from failure.,పరాజయం నుండి నేర్చుకో.
1567,fair,/fɛər/,సమ / సులభంగా,/sa.ma/,sama,Adjective,Quality,A fair chance.,సమ అవకాశం.
1568,fall,/fɔːl/,పడి పోవు,/pa.di po.vu/,padi povu,Verb,Action,Leaves fall in autumn.,ఆకులు శరదృతువులో పడతాయి.
1569,family,/ˈfæm(ə)li/,కుటుంబం,/ʃəm.plə/,kautaunban,Adverb,Modifier,The family is important.,ఆ కుటుంబం ముఖ్యమైనది.
1570,fan,/fæn/,పంకా/ఫ్యాన్,/pan.ka/fan/,panka/fan,Noun,Objects,Switch on the fan.,ఫ్యాన్ ఆన్ చెయ్యి.
1571,far,/fɑːr/,దూరమై ఉన్న,/doo.ra.mi un.na/,durami unna,Adverb,Place,The school is far.,బడి దూరంలో ఉంది.
1572,farm,/fɑːrm/,పంట స్థలం,/pan.ta sthala/,panta sthala,Noun,Place,They work on a farm.,ఆమెలు పంటలో పనిచేస్తారు.
1573,fast,/fæst/,వేగంగా,/ve.ga.nga/,veganga,Adverb,Speed,Run fast.,వేగంగా పరిగెత్తు.
1574,fat,/fæt/,కొవ్వు,/ʃəm.plə/,kaowawau,Adjective,Descriptor,The fat is important.,ఆ కొవ్వు ముఖ్యమైనది.
1575,father,/ˈfɑː.ðər/,నాన్న,/nan.na/,nanna,Noun,Family,He is my father.,అతడు నా నాన్న.
1576,fear,/fɪər/,భయం,/bha.yam/,bhayam,Noun,Emotion,Don't fear.,భయపడకు.
1577,federal,/ˈfɛd(ə)rəl/,సమాఖ్య,/ʃəm.plə/,samaaakhaya,Adjective,Descriptor,The federal is important.,ఆ సమాఖ్య ముఖ్యమైనది.
1578,fee,/fiː/,ఫీజు,/fee.ju/,feeju,Noun,Finance,Pay the fee.,ఫీజు చెల్లించు.
1579,feed,/fiːd/,తినిపించు,/tinipinchu/,tinipinchu,Verb,Action,Feed the child.,పిల్లకు తినిపించు.
1580,feel,/fiːl/,అనుభవించు,/a.nu.bha.vin.cu/,anubhavincu,Verb,Sensation,I feel happy.,నేను సంతోషంగా అనిపిస్తుంది.
1581,feeling,/ˈfiːlɪŋ/,భావన,/ʃəm.plə/,bhaaawana,Verb,Action,The feeling is important.,ఆ భావన ముఖ్యమైనది.
1582,fell,/fɛl/,పడింది,/ʃəm.plə/,padaindai,Noun,General,The fell is important.,ఆ పడింది ముఖ్యమైనది.
1583,felt,/fɛlt/,అనిపించింది,/ʃəm.plə/,anaipainchaindai,Noun,General,The felt is important.,ఆ అనిపించింది ముఖ్యమైనది.
1584,fetch,/fetʃ/,తీసుకురా,/tee.su.ku.ra/,teesukura,Verb,Action,Fetch your bag.,నీ సంచి తీసుకురా.
1585,few,/fjuː/,కొన్ని,/ʃəm.plə/,kaonanai,Noun,General,The few is important.,ఆ కొన్ని ముఖ్యమైనది.
1586,field,/fiːld/,క్షేత్రం,/ʃəm.plə/,kashaaitaran,Noun,Nature,The field is important.,ఆ క్షేత్రం ముఖ్యమైనది.
